Company,Employee_ID,Department_ID,Branch_ID,Age,Gender_Code,Experience_Years,Education_Level,Job_Level,Salary_INR,Bonus_INR,Overtime_Hours,Training_Hours,Projects_Assigned,Projects_Completed,Performance_Score,Attendance_Percent,Leaves_Taken,Late_Logins,Promotion_Count,Client_Rating,Sales_Target,Sales_Achieved,Customer_Tickets,Resolved_Tickets,Work_Hours_Month,Manager_ID,Team_Size,Travel_Days,Remote_Work_Days,Office_Floor,Desk_Number,Laptop_Age_Months,Certification_Count,Monthly_KPI
Capgemini,100152,20,112,40,0,20,3,10,2045213,165203,35,242,23,21,4,79.44,28,31,3,3.09,4718219,4883293,260,243,206,1246,10,4,0,17,9901,43,13,60.83
Apple,100153,10,112,37,1,9,1,3,1189800,133876,16,2,6,14,5,79.36,29,26,1,2.8,364697,1085553,376,499,238,1395,24,16,19,8,2525,54,10,57.45
Accenture,100154,13,169,31,1,6,3,9,766173,31122,56,188,12,9,2,85.43,20,24,3,1.38,3365582,3830923,174,6,175,1308,7,6,5,3,2851,67,12,91.63
Alphabet,100155,1,163,40,0,11,5,9,1191540,97102,17,201,5,2,4,94.38,22,13,5,1.71,3116540,1894615,174,211,204,1154,5,17,12,20,7264,19,2,58.32
TCS,100156,12,164,55,0,28,3,5,2862819,331560,18,199,19,10,5,95.11,22,16,0,3.51,2028822,3498310,215,348,123,1424,12,16,13,18,2050,26,7,65.62
Apple,100157,5,175,36,1,9,4,8,1229638,140494,12,213,20,20,5,80.31,10,30,0,2.51,4822783,2177866,283,451,220,1331,27,18,22,13,3811,49,12,92.5
Intel,100158,7,131,30,0,4,5,8,607946,39021,47,20,12,12,2,96.91,4,34,0,4.56,3470941,1367106,201,389,138,1508,4,8,10,7,6190,10,2,51.44
Intel,100159,7,111,49,1,26,1,5,2608345,277370,18,267,8,0,5,94.45,15,25,5,1.04,914873,5463096,301,20,220,1008,9,20,11,15,3200,44,12,76.31
Adobe,100160,27,159,23,0,2,4,4,568197,89265,1,222,10,21,4,88.25,1,4,4,4.73,4656276,1706983,224,291,212,1320,25,14,7,18,2160,22,0,77.2
Tesla,100161,8,174,30,0,7,3,3,1064129,141288,4,59,24,7,5,88.03,18,14,2,2.22,1933065,4087007,172,209,179,1551,10,15,8,18,7724,10,9,60.62
SAP,100162,19,128,46,0,27,3,5,2844833,114269,55,31,3,25,2,75.57,13,15,4,2.08,2071515,1035860,9,86,208,1302,30,0,10,18,7464,4,1,88.11
Salesforce,100163,6,163,52,1,22,4,5,2185137,198867,3,102,24,25,4,74.94,28,18,2,1.29,4010742,1012233,26,107,201,1171,14,0,14,10,9073,49,8,82.94
SAP,100164,1,166,21,0,1,4,3,436553,38422,51,55,4,17,4,98.14,15,28,3,4.71,1416459,3682981,294,138,206,1381,29,15,10,17,1452,23,1,94.41
Cisco,100165,22,159,45,0,19,3,1,1961367,197397,26,116,18,11,4,81.38,22,4,5,2.03,4610708,1454873,248,258,240,1550,2,3,12,20,9229,59,7,72.56
Accenture,100166,11,173,36,1,7,4,5,1000744,77230,2,141,6,23,3,73,14,14,2,4.57,4050505,4844025,493,99,220,1494,21,7,17,20,3997,22,10,77.97
Meta,100167,29,134,41,1,14,5,10,1533809,148759,41,131,9,20,4,72.34,23,17,4,1.67,2560465,3740905,15,206,145,1117,18,20,19,18,1812,53,1,61.38
Cisco,100168,20,168,45,1,15,2,8,1705763,56066,50,292,5,5,1,82.73,0,24,3,1.36,297916,197016,198,197,237,1210,15,14,12,19,2878,45,9,57.79
Meta,100169,26,180,46,0,23,1,3,2455178,193091,56,264,20,6,3,96.61,26,31,1,4.68,2843924,56591,479,111,227,1109,23,9,15,17,5900,32,14,50.93
Salesforce,100170,12,164,39,0,17,1,7,1946067,146664,7,62,6,0,3,92.17,13,5,0,2.91,3723014,2065391,476,87,177,1276,5,12,4,15,9519,31,1,74.15
Intel,100171,3,135,33,1,9,3,9,1049837,89622,31,76,1,13,4,99.28,20,24,3,2.18,3995246,3049989,327,98,161,1088,28,1,22,3,9282,33,4,77.37
Accenture,100172,5,156,31,1,9,2,2,1028069,82254,37,35,17,21,3,88.1,15,18,4,1.35,4614183,637127,10,139,172,1169,14,20,20,12,7107,45,13,80.84
Adobe,100173,26,113,47,0,28,5,7,2953436,335734,59,211,23,8,5,74.36,19,40,2,4.59,4637399,2678210,312,316,210,1008,27,4,21,14,2375,48,15,92.69
HCLTech,100174,6,101,59,0,29,5,3,2845975,187503,40,242,17,25,3,82.77,23,7,4,1.73,575295,5356523,183,18,166,1456,8,8,16,11,4814,47,12,94.19
Cisco,100175,19,162,46,0,20,3,5,2142667,90419,55,123,4,7,2,94.44,4,31,2,2.24,3274903,2655306,43,261,211,1554,24,4,21,5,7641,70,0,96.37
Cisco,100176,20,148,50,1,30,2,2,3002159,217076,11,0,23,2,3,83.21,25,39,1,4.56,171047,3980886,206,356,207,1159,3,4,13,12,1709,8,3,82.03
Infosys,100177,11,166,25,0,5,3,1,741774,71368,32,38,1,23,2,74.75,12,37,0,4.93,2450739,1244330,139,207,134,1085,17,19,0,19,9643,67,6,70.49
Infosys,100178,18,160,31,1,2,2,9,596766,71124,51,173,12,22,5,82.91,3,11,3,4.14,1914565,755654,76,420,199,1245,9,19,15,7,4564,63,12,86.83
Accenture,100179,9,136,30,0,6,5,9,894092,57787,42,22,11,5,1,86.25,12,6,5,1.06,4807260,2279209,197,444,129,1036,19,14,13,14,4442,28,9,78.46
NVIDIA,100180,28,115,60,0,34,4,9,3373825,251916,20,102,13,3,3,80.83,9,35,0,3.63,1923226,2308231,422,480,172,1498,22,18,18,15,8447,33,4,94.72
Capgemini,100181,15,160,52,1,33,3,5,3297349,166622,29,43,25,3,2,88.95,19,3,3,1.27,4629298,1068267,368,230,193,1578,20,5,12,12,2591,25,0,82.59
Intel,100182,3,150,53,0,30,2,5,2939531,148018,18,67,16,15,2,77.05,4,26,5,1.91,1296150,609973,199,13,239,1591,13,8,20,1,5674,40,13,62.44
Intel,100183,20,123,48,0,24,2,2,2542840,114881,41,89,12,22,2,82.95,10,27,3,2.44,4183896,3227146,36,167,153,1052,29,11,22,15,3442,6,9,96.58
Salesforce,100184,5,127,30,0,9,1,2,1148201,84667,39,242,5,6,3,97.01,20,9,4,3.62,4651455,5092817,73,116,177,1081,15,11,11,17,3905,15,10,91.57
Wipro,100185,13,175,37,1,14,1,9,1581315,202730,45,104,6,2,5,93.24,18,17,3,2.99,587918,312900,68,212,158,1596,21,17,14,14,9807,12,11,58.91
Wipro,100186,14,145,39,1,20,5,4,2200639,54275,40,177,21,0,1,99.55,30,0,0,4.71,4774161,4353546,150,397,135,1206,2,11,13,2,2435,46,2,99
Accenture,100187,13,100,36,0,7,1,10,1014537,61643,14,255,8,16,3,83.13,29,37,1,2.38,493772,1159850,230,410,190,1296,18,4,18,6,5943,41,4,91.94
Apple,100188,29,178,32,1,5,3,9,889764,110280,12,140,25,17,5,81.33,14,15,4,3.67,4861736,3485216,269,273,206,1214,25,2,4,17,1559,19,1,73.98
Tesla,100189,4,136,46,0,24,3,1,2472597,99202,3,176,2,4,2,98.59,21,29,1,2.44,4865938,5451637,316,84,146,1102,25,7,4,17,1476,65,12,99.13
TCS,100190,20,173,45,1,21,1,2,2310221,56938,25,30,15,14,1,98.4,21,31,0,4.91,226016,2929855,406,257,229,1294,25,18,12,8,3098,32,11,85.61
Alphabet,100191,21,131,41,1,16,4,1,1724610,175364,60,138,13,0,4,93.24,26,20,5,1.68,4149891,2867003,270,277,208,1118,16,7,2,20,1707,19,7,64.39
Meta,100192,22,108,42,1,16,5,6,1753845,148852,60,184,3,2,3,88.96,18,17,4,4.17,1336152,1044238,233,390,143,1205,27,8,1,14,1128,33,11,83.96
Oracle,100193,20,157,60,1,33,2,1,3279351,213721,45,89,14,7,3,92.51,12,7,2,3.32,3810049,4522936,140,252,137,1299,13,12,17,17,5771,20,14,53.16
Cisco,100194,26,109,33,0,9,2,7,1037700,105184,20,14,11,5,4,80.27,27,26,5,3.57,2259310,1488116,154,369,213,1124,18,6,19,15,2908,35,15,83.78
Microsoft,100195,10,104,46,1,18,3,7,1899129,142214,23,259,22,17,3,91.44,11,3,1,2.06,274946,2128471,91,326,143,1230,16,14,12,14,9068,19,7,78.99
Salesforce,100196,1,143,56,1,35,1,3,3476059,254923,18,217,2,7,3,81.93,10,22,5,4.09,4567942,882264,367,157,188,1440,19,20,16,10,2582,50,3,84.21
Intel,100197,20,160,45,0,21,1,8,2287153,92537,21,204,2,7,2,89.19,13,1,3,2.77,3977884,918510,347,24,205,1501,27,4,18,20,6133,9,11,70.45
Adobe,100198,21,167,42,0,22,3,1,2363370,111237,54,186,4,23,2,84.59,25,7,0,4.21,4935141,3861901,36,438,168,1583,25,2,1,9,5660,33,12,97.48
Infosys,100199,28,132,56,1,29,4,4,3029115,321840,40,296,10,16,5,98.83,0,1,3,1.5,575683,314060,293,457,126,1161,27,7,7,12,4557,3,11,73.96
Meta,100200,28,107,53,1,28,1,2,2811324,313819,13,181,8,11,5,93.98,9,30,2,4.84,1380780,4866230,235,477,239,1300,19,9,17,15,7651,8,6,93.3
Capgemini,100201,10,131,43,0,13,2,9,1374325,143842,16,237,17,8,4,86.31,22,19,5,3.18,1690152,3290748,317,337,141,1122,28,6,7,11,7341,4,13,82.67
Wipro,100202,11,122,47,0,27,3,10,2744751,66341,3,257,2,18,1,95.37,7,23,3,1.26,3709503,1313314,127,72,238,1575,17,2,12,14,5987,30,15,78.48
Cisco,100203,7,143,28,0,0,5,4,394393,63889,57,175,14,10,5,87.98,11,37,2,1.47,3198462,5303064,73,18,188,1002,7,20,18,20,3544,16,13,74.75
TCS,100204,29,139,27,1,6,5,5,861306,45335,38,94,4,20,1,74.13,1,29,4,4.67,2425769,2074869,168,279,146,1133,14,18,9,10,6589,70,13,72.77
Intel,100205,29,113,56,1,35,4,7,3366302,166589,29,4,3,16,2,84.27,8,33,4,4.12,295435,1958344,479,385,185,1167,4,19,20,2,8718,61,7,91.08
Accenture,100206,21,150,50,1,24,3,6,2580929,233946,36,93,13,12,4,89.38,7,36,4,3.49,3333018,1424802,393,443,190,1540,23,19,6,13,3978,13,5,59.8
HCLTech,100207,22,130,62,0,35,2,2,3365482,296932,25,264,14,23,4,90.5,8,38,1,4.1,3268193,3652129,86,468,227,1555,5,5,2,3,2503,72,0,96.06
Alphabet,100208,25,100,56,0,35,3,3,3460269,142391,12,298,17,13,2,91.87,29,11,0,4.57,2310515,4606110,420,339,179,1375,29,0,2,5,7908,71,7,81.47
Infosys,100209,22,171,21,0,1,1,4,302761,20153,17,45,2,9,1,86.84,16,19,2,4.21,4624068,5492297,370,387,176,1471,14,4,22,1,6023,17,9,82.42
Salesforce,100210,24,101,36,1,9,5,2,1074086,66798,27,236,24,24,3,78.7,9,16,3,4.19,3812108,5251646,304,76,150,1581,7,20,19,20,3954,5,15,99.98
Intel,100211,23,179,43,0,17,2,10,1888114,139946,54,252,12,0,3,91.91,28,37,0,4.92,3465319,636628,393,495,121,1259,5,13,4,1,1731,54,2,68.18
Apple,100212,19,157,44,0,19,5,7,2103713,148263,22,84,18,9,3,98.41,22,35,1,1.02,897594,1498484,56,324,154,1391,21,15,19,17,4103,21,4,52.96
Meta,100213,17,132,48,1,22,5,9,2397531,253009,50,291,9,0,5,84.74,26,20,1,3.18,4420374,2268152,67,153,128,1203,15,1,13,20,4056,29,6,76.45
Wipro,100214,29,111,64,0,35,3,7,3428519,355397,31,210,11,1,5,97.38,14,0,1,2.78,4468725,3347174,225,373,125,1284,14,9,19,12,8979,36,11,97.85
Salesforce,100215,16,105,57,0,28,2,6,2930114,107301,35,70,6,11,1,85.04,5,12,0,2.25,909652,954487,212,68,188,1068,12,13,1,15,1699,19,0,88.11
Cisco,100216,18,140,50,1,29,3,9,2939278,299390,6,294,14,1,5,86.59,8,37,0,3.46,4315775,2497078,114,251,188,1530,15,9,14,14,1037,71,11,70.24
NVIDIA,100217,25,140,32,0,8,4,10,940782,141010,49,123,8,15,5,81.85,27,31,4,3.59,2467593,199242,170,78,217,1415,25,16,7,10,3046,61,4,66.46
Capgemini,100218,1,150,23,0,3,3,10,643997,52391,29,288,21,7,1,99.3,27,35,1,1.85,1159075,4106410,459,37,196,1462,14,14,11,18,9927,25,1,65.33
Capgemini,100219,25,123,47,0,28,5,8,2746417,60028,22,285,19,0,1,92.04,26,34,2,4.65,1056641,1322822,427,304,219,1018,9,11,10,10,2102,44,13,81.33
Infosys,100220,23,137,42,1,15,2,6,1790803,83146,23,44,20,21,2,79.79,25,10,5,3.55,1000065,1509428,421,35,206,1237,30,18,15,12,4063,64,4,80.2
TCS,100221,8,147,50,1,30,2,9,3084534,308600,9,195,16,16,5,78.92,18,40,0,2.76,4623601,3716992,208,179,145,1233,17,16,7,15,6122,47,12,65.66
Microsoft,100222,10,156,40,0,18,3,5,2024462,171372,51,174,22,19,4,97.81,20,18,2,4.23,3085033,3383926,24,90,172,1193,15,10,5,2,9882,43,4,83.98
IBM,100223,11,153,45,1,20,1,3,2244993,228740,49,34,1,15,4,89.73,17,6,5,4.47,3375469,1311441,315,447,178,1111,4,16,17,5,6788,58,10,78.56
Oracle,100224,25,126,56,0,27,4,8,2864311,62673,54,239,12,13,1,80.15,23,26,3,3.45,2794896,1178875,326,289,222,1544,8,2,11,10,7569,63,10,77.04
Cisco,100225,22,148,38,1,13,1,7,1409124,54923,35,68,5,23,1,87.37,9,22,0,1.38,1490818,757585,227,201,146,1098,15,1,7,20,2935,32,0,50.36
Meta,100226,27,156,42,0,16,4,2,1830247,200570,43,181,20,10,5,99.74,24,6,2,4.66,2588890,3950836,407,109,164,1271,13,1,10,5,6426,8,2,97.33
Wipro,100227,15,126,40,1,14,5,1,1468507,50506,60,191,6,11,1,75.72,12,7,4,1.01,1766803,2292265,9,286,211,1121,10,14,18,16,9024,49,10,93.51
Apple,100228,24,113,35,0,8,5,9,1127468,71496,35,268,20,0,1,71.8,20,10,0,1.76,2976938,5068941,333,394,139,1432,27,18,4,3,4616,8,6,73.42
NVIDIA,100229,11,136,44,1,21,1,2,2193099,176795,53,176,10,14,4,89.37,18,12,1,1.94,416162,1112695,221,23,176,1502,30,2,5,8,6344,24,10,93.13
Amazon,100230,19,103,40,1,10,5,7,1326834,96966,52,49,11,14,2,70.45,16,1,0,4.01,608886,5319178,107,190,204,1117,21,7,16,5,8197,51,7,62.1
Amazon,100231,23,122,24,0,5,1,2,804030,89828,49,118,13,12,3,74.47,1,37,2,1.72,922215,2258294,386,259,212,1042,23,2,12,7,8898,55,14,61.95
IBM,100232,14,125,43,0,21,2,6,2147466,44214,6,70,9,9,1,78.03,5,13,5,4.02,4021650,838727,56,85,235,1264,30,4,9,10,2617,14,12,86.27
Salesforce,100233,22,107,22,0,3,4,4,524453,60484,1,4,22,10,3,94.92,10,17,0,1.37,2045724,3979943,91,56,134,1049,4,8,3,11,5610,67,13,96.45
Adobe,100234,7,166,60,0,31,5,2,3176663,149044,41,62,24,13,2,90.05,30,6,2,3.47,1551577,2654663,459,400,177,1578,18,13,14,15,1963,1,10,72.57
HCLTech,100235,28,162,42,1,20,3,6,2153654,120950,53,20,15,0,2,77.9,2,0,2,2.18,3781086,3846270,68,455,155,1568,22,13,21,14,1509,51,7,66.03
Cisco,100236,24,173,42,1,23,3,7,2406022,114582,59,72,6,3,2,87.27,18,36,4,1.04,2055786,2117309,323,395,165,1094,14,3,20,13,2416,69,7,82.73
Amazon,100237,19,148,30,0,7,4,5,1009562,28662,22,82,6,3,1,84.12,19,26,1,2.88,4487596,126043,26,112,176,1109,21,9,9,2,6307,43,0,79.45
Intel,100238,3,172,48,1,26,3,10,2695590,119538,45,133,18,22,2,79.97,27,23,4,2.94,3123174,2236110,75,325,169,1248,22,14,19,20,8299,48,4,95.65
Salesforce,100239,28,131,48,0,18,4,5,1894315,225522,29,267,10,15,5,83.26,19,1,3,3.31,3945739,2200780,239,272,184,1007,19,2,0,15,7376,65,13,56.34
Intel,100240,22,140,41,0,18,2,9,1929125,79237,2,3,3,5,1,73.42,24,26,0,1.28,3808829,3409311,99,408,131,1040,8,12,8,17,1911,1,12,58.43
Salesforce,100241,25,177,46,0,26,1,10,2566865,58975,51,290,11,10,1,80.35,20,24,4,4.06,4154378,4728505,155,206,161,1334,12,16,9,10,9643,71,8,87.53
Microsoft,100242,6,123,61,1,31,2,6,3113905,166082,43,61,13,0,2,71.2,26,39,2,3.48,3877316,2525448,35,364,121,1473,5,15,11,11,6158,3,13,73.43
Oracle,100243,2,175,39,1,19,4,10,2129258,228735,8,128,12,23,5,73.59,3,34,2,1.68,1712809,1115421,443,72,189,1110,5,0,9,13,2148,64,9,86.07
HCLTech,100244,7,140,39,1,10,1,9,1211686,52138,50,137,7,6,1,90.52,24,27,3,1.58,3935093,1958517,193,116,201,1217,11,11,3,19,3411,27,2,99.47
Capgemini,100245,27,102,30,1,5,1,1,804337,79141,45,210,12,20,4,75.07,30,33,2,1.61,883275,1860778,248,268,172,1343,20,4,16,8,8545,31,14,96.87
Salesforce,100246,3,149,26,0,6,3,9,770756,104393,38,298,25,20,4,73.43,18,8,2,3.25,4139925,3499035,386,226,232,1581,30,1,10,18,8587,71,3,65.52
Tesla,100247,23,141,47,0,18,2,1,1879578,50993,59,172,21,19,1,81.76,17,23,0,1.13,2260851,4268530,299,232,147,1514,13,20,9,4,4375,6,13,57.01
Accenture,100248,18,114,39,0,18,2,5,1901296,133095,17,243,21,18,3,74.52,6,10,3,3,4331360,3048662,18,258,130,1578,19,6,1,10,8002,10,3,94.15
Accenture,100249,13,148,47,0,24,2,5,2468327,138590,8,125,10,10,2,77.17,27,33,5,4.36,4285898,2871881,8,337,225,1557,15,15,14,7,2131,8,7,90.29
Infosys,100250,23,173,46,0,26,5,5,2782840,58073,21,152,20,25,1,96.33,12,35,4,4.45,349317,3173386,499,50,202,1333,3,4,10,10,8631,42,7,56.66
Accenture,100251,1,152,44,0,14,5,6,1612065,112943,54,126,14,7,3,82.27,7,31,5,1.37,2943123,1933984,246,273,237,1073,20,2,11,14,7391,9,9,53.77
Apple,100252,9,105,51,0,25,1,3,2653779,138616,23,246,21,7,2,74.54,9,31,4,3.63,479391,1888105,443,132,195,1299,13,5,19,11,9839,62,15,75.8
Amazon,100253,2,159,37,0,13,2,5,1617673,133173,32,206,23,14,3,87.3,4,2,4,1.19,4434673,5194882,262,410,178,1387,11,12,13,3,2224,20,11,67.53
Cisco,100254,5,179,35,0,12,4,10,1395307,102168,9,206,23,22,3,80.56,14,18,5,3.95,4601624,4335941,62,496,145,1249,17,7,13,12,5990,6,6,55.74
Accenture,100255,12,106,34,0,6,2,3,854797,107626,44,69,10,12,4,77.64,22,35,3,3.32,4629625,302033,358,328,206,1240,27,2,10,11,8913,21,12,59.57
SAP,100256,28,117,32,0,9,3,1,1236397,84107,30,233,14,10,3,73.38,26,3,5,1.85,3730563,3600252,132,184,191,1471,24,8,19,3,4038,39,0,72.71
Microsoft,100257,29,149,57,0,29,1,5,3004125,318382,2,288,8,25,5,73.02,7,22,2,2.44,2583068,2619400,489,56,204,1000,30,18,0,3,6852,11,0,65.86
Infosys,100258,30,120,47,1,28,4,9,2969693,109156,46,285,11,17,1,96.35,19,29,3,2.93,3031997,1949199,239,414,149,1295,19,16,12,6,9122,72,7,75.76
Salesforce,100259,9,173,26,1,4,1,7,798861,29615,59,269,3,4,1,75.51,9,13,1,3.45,207540,4990739,360,51,186,1134,28,11,17,15,6893,24,11,93.65
HCLTech,100260,5,103,30,0,10,4,4,1330506,34686,50,39,13,4,1,81.37,8,14,4,1.81,3332663,4583639,114,147,134,1096,16,1,1,15,3744,20,9,71.14
Meta,100261,27,161,33,1,10,4,9,1168430,64847,46,217,21,5,2,98.97,8,11,2,1.29,2643411,3765927,165,36,186,1463,22,16,17,4,8668,67,0,64.89
HCLTech,100262,7,106,35,1,14,5,2,1560925,169325,7,267,7,21,4,80.75,8,27,1,3.01,2548201,3864751,467,41,193,1369,3,6,14,6,8044,49,12,70.7
Capgemini,100263,15,176,39,1,11,3,3,1242663,68392,59,129,20,3,2,94.35,9,35,1,1.62,4546026,5130774,41,365,134,1144,15,15,17,6,9558,20,1,55.02
Intel,100264,17,115,58,0,29,1,5,2894438,337951,60,270,25,23,5,79.16,17,33,1,1.72,3851517,2069969,355,432,173,1514,4,2,19,20,4500,71,13,66.58
IBM,100265,4,160,28,0,0,4,10,347070,28288,23,184,21,16,4,98.87,12,26,4,1.38,4602565,4397802,277,322,129,1541,16,5,13,9,2700,2,9,69.01
Apple,100266,8,175,37,1,14,2,7,1465609,67570,45,38,19,11,1,75.28,10,3,2,4.7,2615272,4050943,210,205,155,1234,24,2,10,16,8217,20,6,76.76
IBM,100267,6,137,30,0,3,3,2,655273,55520,36,223,13,7,3,84.26,10,12,5,2.74,3107657,5144980,143,490,131,1514,15,1,10,2,3962,20,8,68.52
Capgemini,100268,1,148,49,1,28,5,5,2946451,84050,40,108,19,16,1,89.33,8,2,1,4.83,3703585,2226208,440,342,160,1333,28,4,4,3,9479,45,13,92.71
Infosys,100269,15,122,61,1,32,2,2,3173531,79414,9,44,12,2,1,90.56,24,25,4,2.66,4213197,3087813,395,281,189,1297,5,14,7,1,3608,15,2,94.19
Alphabet,100270,11,166,49,1,28,2,2,2723444,74518,7,87,4,3,1,94.4,2,19,3,3.76,2224816,4821887,438,103,212,1088,20,14,3,8,2228,41,1,56.3
Alphabet,100271,2,142,45,1,23,5,10,2343309,47519,44,188,16,19,1,89.74,19,33,5,1.68,4547190,3155636,134,103,176,1325,22,2,13,20,1966,65,3,59.69
Capgemini,100272,23,142,33,1,12,3,1,1519010,184292,10,49,8,22,5,75.66,8,15,2,1.95,2299824,4140407,36,116,167,1170,29,4,18,7,7103,49,7,96.35
Meta,100273,21,110,36,1,17,4,7,1859513,90515,32,265,5,16,2,95.35,4,18,5,3.96,3067027,4582216,1,23,206,1575,2,0,17,11,3954,10,4,78.08
Adobe,100274,18,161,24,1,0,1,6,273717,62451,22,81,3,9,4,70.84,23,22,2,3.82,4658113,5260257,469,152,142,1289,22,8,14,20,5129,61,7,56.89
Cisco,100275,13,134,35,1,11,2,1,1399775,160124,51,35,10,11,4,73.97,29,18,5,1.52,4497368,1302558,147,453,228,1546,28,15,10,2,8736,8,2,92.77
NVIDIA,100276,28,123,32,1,8,3,8,984024,78126,20,255,19,15,2,99.58,25,17,1,4.09,4535731,175629,407,171,174,1145,6,10,7,15,6666,54,4,81.18
Infosys,100277,30,144,30,1,8,3,4,969484,80570,20,95,15,10,3,89.06,8,33,3,3.38,1316063,2837860,159,173,142,1596,26,7,13,2,4876,17,3,71.95
Apple,100278,13,131,43,0,23,4,2,2329037,138436,39,7,22,6,2,88.13,6,19,5,1.97,4328067,2666511,344,319,206,1017,12,9,12,16,4330,54,11,64.13
Cisco,100279,26,107,58,0,33,3,5,3246910,142686,24,86,12,6,2,97.22,23,20,5,3.68,352832,721381,411,453,218,1052,19,10,15,4,9274,27,5,76.72
NVIDIA,100280,20,101,29,1,2,5,1,590849,61712,1,288,16,20,3,82.65,16,28,0,3.12,3863426,3893270,476,413,171,1514,14,17,8,11,5726,13,13,90.23
Adobe,100281,27,163,54,1,33,3,7,3209053,194076,50,75,12,1,3,83.36,4,34,2,1.14,357227,255547,444,476,189,1435,13,3,22,11,4869,68,14,78.17
Oracle,100282,5,145,43,1,19,4,5,2112746,224231,58,248,12,5,5,73.3,15,0,1,2.16,3677011,2449461,257,108,236,1455,24,12,3,7,9823,45,12,98.04
Wipro,100283,11,132,36,1,15,3,3,1677186,185899,42,72,2,19,5,72.41,18,31,2,4.33,4690111,1344540,148,393,224,1463,20,9,15,13,9664,62,12,68.48
HCLTech,100284,25,170,42,1,22,4,10,2225944,189837,19,135,13,15,4,91.52,23,4,4,2.63,610398,1211426,79,180,228,1403,19,1,5,3,8354,66,15,86.56
Salesforce,100285,7,100,39,1,16,5,6,1857846,217859,50,24,1,0,5,75.49,2,33,2,2.38,1544212,5316131,319,10,214,1173,22,3,5,7,4594,56,0,73.5
Infosys,100286,29,166,26,0,7,3,3,865817,24701,36,55,9,14,1,91.46,11,18,5,3.81,1687239,3367187,411,52,222,1127,26,3,13,13,5555,11,14,73.79
Apple,100287,16,153,30,0,2,5,9,436883,46303,26,213,3,20,4,84.01,28,13,0,3.55,2516307,5110593,274,337,156,1360,4,9,5,9,9862,16,6,84.67
Infosys,100288,27,171,30,0,4,3,5,597949,72811,41,111,7,10,5,81.82,7,5,4,2.37,3168070,2266279,103,372,153,1167,3,18,8,6,5763,35,0,55.5
TCS,100289,9,119,24,1,4,4,10,573433,44442,38,298,24,6,3,83.26,12,7,4,1.25,3455334,3462556,463,241,155,1142,21,18,1,1,2299,71,11,63.19
Amazon,100290,20,135,40,0,15,3,3,1632555,100445,32,129,12,15,2,90.59,1,1,3,4.09,3260238,1645563,295,264,208,1500,17,0,18,4,3525,13,2,69.3
Tesla,100291,13,139,24,0,1,5,7,530219,44536,18,186,8,2,1,70.57,4,1,1,4.72,382287,1417634,358,389,238,1213,8,19,15,8,5913,68,7,61.99
Wipro,100292,26,102,45,1,15,1,7,1568581,161414,1,106,18,17,5,80.93,21,8,4,1.44,1971577,1269207,135,86,133,1007,28,16,0,17,7025,67,6,90
Amazon,100293,1,116,53,1,29,3,5,2967329,260315,49,4,21,5,4,77.7,12,35,0,2.47,2501512,3557126,500,229,184,1216,30,4,1,4,3775,40,0,57.87
Capgemini,100294,26,154,39,1,14,5,7,1520788,176073,2,95,5,10,5,84.81,2,27,3,4.67,3619107,803045,245,379,144,1434,26,2,22,19,5990,21,15,68.93
TCS,100295,27,129,39,1,12,4,8,1396002,118484,5,65,24,18,4,91.68,25,13,4,2.8,2426036,4511706,43,20,156,1294,5,3,7,16,9979,11,4,76.37
IBM,100296,26,100,64,0,34,5,10,3298352,333299,13,70,11,13,5,73.94,14,7,0,3.43,1601106,106576,308,261,192,1418,27,19,15,10,9695,26,0,54.14
Wipro,100297,28,121,49,1,24,4,4,2552024,126751,11,265,8,1,2,84.74,18,40,0,1.42,131281,1796915,275,331,167,1309,5,20,12,4,5281,58,1,73.46
Oracle,100298,15,153,25,0,3,5,6,474105,73594,9,87,22,22,4,89.78,4,18,2,1.74,2645536,5336068,240,207,159,1037,13,7,20,12,7906,14,3,54.27
Alphabet,100299,13,161,26,0,7,2,9,931018,137011,7,153,1,19,5,72.79,30,36,5,3.65,1033494,4694790,309,374,144,1465,9,7,19,14,1223,27,13,82.39
Tesla,100300,11,109,47,1,20,4,4,2004896,67354,36,94,18,20,1,83.05,22,32,4,2.93,3724562,1937440,208,435,131,1444,6,8,8,13,4116,25,0,61.37
Wipro,100301,29,108,40,1,11,4,7,1364758,64147,23,183,22,19,2,73.27,23,16,2,4.5,3125902,3397558,17,323,240,1484,30,11,9,18,2080,45,10,72.1
Microsoft,100302,11,179,34,0,8,3,2,1105861,141454,41,251,14,5,5,91.98,11,39,3,1.41,1118672,2148086,86,223,222,1597,22,20,2,4,3417,55,14,73.59
Tesla,100303,13,100,49,0,25,4,9,2488271,216055,7,222,9,9,4,95.83,22,3,0,3.2,3393564,3023008,460,158,203,1105,11,7,2,3,3748,67,7,96.52
Adobe,100304,8,121,37,1,16,1,8,1799768,172394,43,138,23,14,4,94.57,4,23,3,2.62,229155,3090762,70,150,125,1342,16,9,7,2,3225,66,7,92.02
TCS,100305,13,163,62,0,35,3,1,3401432,367602,31,144,25,21,5,90.56,21,10,1,3.94,272501,1073189,272,263,182,1354,11,1,20,3,2065,39,11,79
NVIDIA,100306,21,108,44,1,24,4,9,2478964,236461,27,36,19,2,4,99.15,8,32,4,1.29,2366012,1565279,39,438,128,1516,8,15,7,16,8229,22,7,98.61
